,Start (s),Stop (s),Probe_id
215,6033.505155005998,6033.516355018994,768909178
216,6034.222755838622,6034.229955846976,768909178
217,6034.268355891531,6034.275555899885,768909178
218,6035.840357715507,6035.846757722933,768909178
219,6035.853957731287,6035.857957735928,768909178
220,7030.005511233832,7030.010311239402,768909178
221,7030.0119112412585,7030.0159112459,768909178
222,7030.0175112477555,7030.0215112523965,768909178
223,7030.023111254253,7030.027111258894,768909178
224,7030.15591140834,7030.163111416694,768909178
225,7030.164711418551,7030.171911426904,768909178
226,7030.199111458464,7030.203111463105,768909178
227,7030.2111114723875,7030.2151114770295,768909178
228,7030.216711478885,7030.225511489096,768909178
229,7030.631111959709,7030.6351119643505,768909178
230,7030.64871198013,7030.658311991269,768909178
231,7030.78471213793,7030.801512157423,768909178
232,7030.831112191768,7030.839912201978,768909178
233,7030.841512203835,7030.847112210332,768909178
234,7030.880712249318,7030.895912266954,768909178
235,7030.903912276237,7030.909512282734,768909178
236,7030.911112284591,7030.918312292944,768909178
237,7030.919912294801,7030.927912304083,768909178
238,7030.92951230594,7030.942312320792,768909178
239,7032.396714008317,7032.400714012959,768909178
240,7032.410314024097,7032.415914030595,768909178
241,7032.4567140779345,7032.461514083504,768909178
242,7039.180721879723,7039.186321886221,768909178
243,7039.194321895503,7039.198321900144,768909178
244,7039.2071219103545,7039.216721921493,768909178
245,7039.2383219465555,7039.25032196048,768909178
246,7039.252721963264,7039.258321969762,768909178
247,7039.2735219873975,7039.279121993895,768909178
248,7039.2911220078195,7039.2951220124605,768909178
249,7039.898322712347,7039.907122722558,768909178
250,7078.169567118029,7078.173567122671,768909178
251,7078.195167147733,7078.200767154231,768909178
252,7078.208767163513,7078.212767168154,768909178
253,7078.220767177436,7078.226367183934,768909178
254,7078.2455672062115,7078.250367211781,768909178
255,7078.258367221063,7078.268767233129,768909178
256,7078.2767672424125,7078.281567247982,768909178
257,7078.300767270259,7078.306367276757,768909178
258,7078.314367286039,7078.31836729068,768909178
259,7078.323167296249,7078.33196730646,768909178
260,7084.91517494488,7084.9215749523055,768909178
261,7084.931974964373,7084.938374971798,768909178
262,7084.950374985722,7084.958374995004,768909178
263,7084.990375032134,7084.9959750386315,768909178
264,7084.998375041416,7085.003175046985,768909178
265,7085.023175070191,7085.03277508133,768909178
266,7092.870384175217,7092.874384179858,768909178
267,7092.875984181715,7092.899184208633,768909178
268,7092.93278424762,7092.94158425783,768909178
269,7092.9639842838205,7092.9695842903175,768909178
270,7092.975184296815,7092.983984307026,768909178
271,7092.994384319093,7092.998384323734,768909178
272,7101.491994178771,7101.498394186197,768909178
273,7101.52879422147,7101.535194228896,768909178
274,7101.547194242819,7101.552794249317,768909178
275,7101.567194266026,7101.571994271595,768909178
276,7101.585594287374,7101.592794295729,768909178
277,7101.6039943087235,7101.613594319862,768909178
278,7101.616794323576,7101.624794332858,768909178
279,7101.63759434771,7101.644794356063,768909178
280,7101.658394371843,7101.663194377413,768909178
281,7109.142403055453,7109.149603063806,768909178
282,7109.162403078658,7109.166403083299,768909178
283,7109.187203107434,7109.192003113003,768909178
284,7109.199203121357,7109.215203139921,768909178
285,7109.24720317705,7109.251203181691,768909178
286,7171.482475387917,7171.488875395343,768909178
287,7171.505675414835,7171.513675424118,768909178
288,7171.521675433401,7171.52647543897,768909178
289,7171.528075440826,7171.532875446395,768909178
290,7171.546475462175,7171.554475471457,768909178
291,7171.569675489094,7171.580075501161,768909178
292,7171.590475513228,7171.595275518797,768909178
293,7175.36727989541,7175.376879906549,768909178
294,7175.378479908406,7175.410479945535,768909178
295,7175.494480042999,7175.499280048569,768909178
296,7175.501680051354,7175.511280062492,768909178
297,7175.518480070847,7175.522480075488,768909178
298,7175.528880082914,7175.5336800884825,768909178
299,7175.536880092196,7175.542480098694,768909178
300,7175.548080105191,7175.554480112617,768909178
301,7175.560880120042,7175.565680125612,768909178
302,7175.5728801339665,7175.577680139536,768909178
303,7175.596080160885,7175.602480168311,768909178
304,7175.606480172952,7175.614480182235,768909178
305,7175.618480186876,7175.622480191517,768909178
306,7175.632080202656,7175.636080207297,768909178
307,7175.652880226789,7175.6568802314305,768909178
308,7175.667280243498,7175.673680250923,768909178
309,7175.67528025278,7175.682480261134,768909178
310,7175.687280266703,7175.694480275058,768909178
311,7176.2000808617,7176.211280874695,768909178
312,7176.233680900686,7176.238480906255,768909178
313,7288.417811066634,7288.422611072204,768909178
314,7288.434611086127,7288.438611090768,768909178
315,7288.459411114902,7288.463411119544,768909178
316,7288.466611123256,7288.470611127897,768909178
317,7288.476211134395,7288.499411161314,768909178
318,7288.512211176166,7288.517011181735,768909178
319,7288.52821119473,7288.538611206797,768909178
320,7288.549811219792,7288.557011228147,768909178
321,7288.567411240213,7288.5762112504235,768909178
322,7288.737811437927,7288.749011450922,768909178
323,7288.750611452779,7288.761011464845,768909178
324,7288.762611466702,7288.785811493621,768909178
325,7288.7874114954775,7288.8050115158985,768909178
326,7288.806611517754,7288.812211524252,768909178
327,7288.813811526109,7288.821011534463,768909178
328,7288.84501156231,7288.849011566951,768909178
329,7288.850611568808,7288.85861157809,768909178
330,7288.866611587372,7288.8714115929415,768909178
331,7288.877811600368,7288.883411606865,768909178
332,7288.905011631928,7288.911411639353,768909178
333,7288.917011645851,7288.92181165142,768909178
334,7310.993037260408,7311.001837270618,768909178
335,7311.012237282685,7311.017037288255,768909178
336,7311.025037297537,7311.029037302178,768909178
337,7311.052237329097,7311.058637336523,768909178
338,7311.073837354159,7311.0778373588,768909178
339,7311.167437462763,7311.17303746926,768909178
340,7311.190637489681,7311.19543749525,768909178
341,7311.217037520313,7311.221037524954,768909178
342,7311.2586375685805,7311.26343757415,768909178
343,7311.280237593643,7311.284237598285,768909178
344,7311.287437601997,7311.291437606638,768909178
345,7311.3074376252025,7311.312237630772,768909178
346,7311.321837641911,7311.327437648409,768909178
347,7311.330637652121,7311.334637656762,768909178
348,7311.344237667901,7311.348237672542,768909178
349,7311.393837725452,7311.398637731021,768909178
350,7318.817046338515,7318.822646345013,768909178
351,7318.839446364505,7318.852246379357,768909178
352,7319.691447353072,7319.70184736514,768909178
353,7319.730647398555,7319.746647417121,768909178
354,7319.838647523867,7319.842647528509,768909178
355,7319.862647551714,7319.866647556355,768909178
356,7319.86904755914,7319.8754475665655,768909178
357,7324.793053272407,7324.798653278905,768909178
358,7324.803453284474,7324.809853291899,768909178
359,7324.824253308608,7324.831453316961,768909178
360,7324.90025339679,7324.905853403287,768909178
361,7324.915453414426,7324.923453423708,768909178
362,7324.925053425565,7324.937853440417,768909178
363,7324.939453442274,7324.947453451556,768909178
364,7324.949053453412,7324.961853468264,768909178
365,7324.96345347012,7324.967453474761,768909178
366,7324.992253503537,7324.998653510962,768909178
367,7332.40186210082,7332.406662106389,768909178
368,7332.419462121241,7332.426662129595,768909178
369,7332.5474622697575,7332.552262275327,768909178
370,7332.553862277184,7332.558662282753,768909178
371,7332.568262293892,7332.574662301317,768909178
372,7332.577062304103,7332.581862309672,768909178
373,7342.194673463306,7342.201873471659,768909178
374,7342.213073484655,7342.21947349208,768909178
375,7342.2274735013625,7342.237073512501,768909178
376,7342.249873527353,7342.253873531994,768909178
377,7342.282673565411,7342.29227357655,768909178
378,7342.293873578406,7342.2978735830475,768909178
379,7342.300273585832,7342.307473594186,768909178
380,7342.517073837383,7342.521873842952,768909178
381,7342.531473854091,7342.5402738643015,768909178
382,7342.6730740183875,7342.6770740230295,768909178
383,7342.681074027671,7342.688274036024,768909178
384,7342.697874047163,7342.703474053661,768909178
385,7342.7122740638715,7342.719474072225,768909178
386,7342.7258740796515,7342.7298740842925,768909178
387,7342.737074092646,7342.7434741000725,768909178
388,7342.849074222599,7342.857874232809,768909178
389,7342.865074241164,7342.869874246733,768909178
390,7342.871474248589,7342.881874260656,768909178
391,7342.883474262513,7342.887474267154,768909178
392,7342.889074269011,7342.894674275508,768909178
393,7342.896274277365,7342.906674289432,768909178
394,7342.908274291288,7342.9154742996425,768909178
395,7342.917074301498,7342.927474313566,768909178
396,7342.929074315422,7342.938674326561,768909178
397,7342.940274328417,7342.946674335843,768909178
398,7343.27387471549,7343.278674721059,768909178
399,7365.64270066978,7365.652300680918,768909178
400,7365.659500689273,7365.666700697627,768909178
401,7365.674700706909,7365.679500712478,768909178
402,7365.707500744967,7365.711500749608,768909178
403,7365.721900761675,7365.729900770957,768909178
404,7373.9507103094675,7373.961910322463,768909178
405,7373.9683103298885,7373.973110335458,768909178
406,7373.977910341027,7373.9859103503095,768909178
407,7374.011510380013,7374.016310385582,768909178
408,7374.017910387439,7374.02191039208,768909178
409,7374.028310399506,7374.032310404147,768909178
410,7407.915549718477,7407.920349724047,768909178
411,7407.921949725904,7407.938749745396,768909178
412,7407.961149771387,7407.965149776028,768909178
413,7407.97314978531,7407.977149789952,768909178
414,7407.989149803875,7408.00034981687,768909178
415,7408.033949855856,7408.04114986421,768909178
416,7408.09074992176,7408.094749926401,768909178
417,7408.110749944966,7408.115549950536,768909178
418,7408.120349956105,7408.129149966316,768909178
419,7408.130749968172,7408.149149989521,768909178
420,7408.150749991378,7408.161150003445,768909178
421,7408.162750005301,7408.169950013656,768909178
422,7408.1715500155115,7408.1795500247945,768909178
423,7408.18115002665,7408.189150035933,768909178
424,7408.190750037789,7408.195550043359,768909178
425,7408.211550061924,7408.220350072134,768909178
426,7408.689150616078,7408.69715062536,768909178
427,7408.708350638355,7408.717950649494,768909178
428,7408.719550651351,7408.730750664346,768909178
429,7408.732350666202,7408.737150671772,768909178
430,7408.745950681982,7408.750750687552,768909178
431,7408.752350689409,7408.75635069405,768909178
432,7408.7579506959055,7408.762750701475,768909178
433,7408.764350703332,7408.76995070983,768909178
434,7408.776350717255,7408.780350721896,768909178
435,7408.781950723753,7408.79235073582,768909178
436,7408.793950737676,7408.807550753456,768909178
437,7408.809150755313,7408.815550762739,768909178
438,7428.329973405097,7428.3347734106665,768909178
439,7428.363573444083,7428.369173450581,768909178
440,7428.388373472858,7428.393973479356,768909178
441,7428.408373496064,7428.417973507203,768909178
442,7428.429173520198,7428.434773526696,768909178
443,7433.635579561131,7433.6403795667,768909178
444,7433.641979568557,7433.647579575054,768909178
445,7433.649179576911,7433.661979591762,768909178
446,7433.663579593619,7433.688379622394,768909178
447,7433.689979624251,7433.712379650241,768909178
448,7433.7171796558105,7433.727579667878,768909178
449,7433.797179748633,7433.8011797532745,768909178
450,7433.802779755131,7433.809179762557,768909178
451,7435.987582290132,7435.991582294773,768909178
452,7435.994782298486,7436.002782307769,768909178
453,7436.004382309625,7436.009982316123,768909178
454,7436.011582317979,7436.0331823430415,768909178
455,7436.034782344898,7436.041982353252,768909178
456,7436.043582355109,7436.058782372745,768909178
457,7436.060382374601,7436.0643823792425,768909178
458,7436.065982381099,7436.075582392238,768909178
459,7436.0819823996635,7436.086782405233,768909178
460,7436.328382685559,7436.332382690201,768909178
461,7436.3379826966975,7436.345182705052,768909178
462,7436.353182714334,7436.357982719904,768909178
463,7436.362782725473,7436.367582731043,768909178
464,7436.374782739396,7436.379582744966,768909178
465,7436.431582805301,7436.437182811798,768909178
466,7436.438782813655,7436.442782818296,768909178
467,7436.506782892555,7436.511582898124,768909178
468,7436.51318289998,7436.51798290555,768909178
469,7436.529982919474,7436.551582944536,768909178
470,7436.5627829575305,7436.5667829621725,768909178
471,7436.568382964028,7436.572382968669,768909178
472,7436.7131831320385,7436.720383140392,768909178
473,7436.722783143177,7436.732383154316,768909178
474,7570.954938891195,7570.961338898621,768909178
475,7570.971738910687,7570.9781389181135,768909178
476,7570.990138932037,7571.000538944104,768909178
477,7571.010138955243,7571.017338963597,768909178
478,7571.027738975664,7571.033338982162,768909178
479,7571.034938984018,7571.038938988659,768909178
480,7571.047738998869,7571.053339005367,768909178
481,7571.062939016506,7571.066939021147,768909178
482,7576.9701458705695,7576.974945876139,768909178
483,7577.011745918838,7577.022145930905,768909178
484,7775.4575761732385,7775.463176179736,768909178
485,7775.476776195516,7775.480776200157,768909178
486,7775.487976208511,7775.494376215937,768909178
487,7775.520776246569,7775.52477625121,768909178
488,7806.480012168212,7806.488812178422,768909178
489,7806.561612262892,7806.5672122693895,768909178
490,7806.601612309303,7806.608012316729,768909178
491,7806.617612327868,7806.623212334365,768909178
492,7806.636812350145,7806.643212357571,768909178
493,7806.655212371495,7806.6648123826335,768909178
494,7806.672812391916,7806.6784123984135,768909178
495,8273.986954611108,8273.993354618533,768909178
496,8274.001354627815,8274.007754635242,768909178
497,8274.015754644524,8274.020554650093,768909178
498,8274.1397547884,8274.146154795826,768909178
499,8274.15335480418,8274.157354808822,768909178
500,8274.163754816247,8274.169354822745,768909178
501,8274.186954843166,8274.192554849664,768909178
502,8274.195754853376,8274.201354859873,768909178
503,8274.218154879367,8274.224554886792,768909178
504,8274.254154921136,8274.260554928564,768909178
505,8319.521407444206,8319.525407448848,768909178
506,8319.555807484121,8319.561407490619,768909178
507,8319.568607498972,8319.572607503613,768909178
508,8319.6062075426,8319.611007548168,768909178
509,8319.615807553739,8319.620607559307,768909178
510,8319.630207570446,8319.635807576944,768909178
511,8319.643807586226,8319.647807590867,768909178
512,8319.654207598292,8319.659007603863,768909178
513,8319.677407625211,8319.683807632637,768909178
514,8319.735007692045,8319.743807702254,768909178
515,8394.43989437126,8394.443894375901,768909178
516,8394.482294420457,8394.49029442974,768909178
517,8394.50709444923,8394.511094453872,768909178
518,8394.533494479863,8394.537494484504,768909178
519,8394.539094486361,8394.543094491002,768909178
520,8409.280711590889,8409.287111598314,768909178
521,8409.313511628947,8409.317511633588,768909178
522,8409.37031169485,8409.374311699492,768909178
523,8409.375911701349,8409.380711706917,768909178
524,8409.38391171063,8409.3887117162,768909178
525,8409.426311759828,8409.430311764469,768909178
526,8409.437511772821,8409.441511777462,768909178
527,8410.423912917331,8410.448712946107,768909178
528,8412.962315862611,8412.968715870038,768909178
529,8412.97671587932,8412.980715883961,768909178
530,8412.987915892314,8412.993515898812,768909178
531,8413.000715907167,8413.005515912735,768909178
532,8413.010315918305,8413.015115923874,768909178
533,8413.023115933158,8413.031915943367,768909178
534,8413.035115947081,8413.039115951722,768909178
535,8413.047115961004,8413.061515977712,768909178
536,8413.187916124372,8413.199116137368,768909178
537,8413.204716143866,8413.208716148507,768909178
538,8437.880744775177,8437.884744779818,768909178
539,8438.019944936688,8438.02394494133,768909178
540,8438.035944955252,8438.043144963607,768909178
541,8438.050344971962,8438.054344976603,768909178
542,8438.05594497846,8438.061544984957,768909178
543,8438.063144986812,8438.06874499331,768909178
544,8438.070344995167,8438.077545003522,768909178
545,8438.079145005378,8438.0967450258,768909178
546,8438.098345027654,8438.119945052718,768909178
547,8438.121545054573,8438.130345064785,768909178
548,8438.131945066641,8438.139945075924,768909178
549,8438.161545100986,8438.16874510934,768909178
550,8461.69517240678,8461.700772413278,768909178
551,8461.703172416062,8461.707172420705,768909178
552,8461.730372447622,8461.735172453193,768909178
553,8461.784772510742,8461.789572516313,768909178
554,8461.792772520026,8461.796772524667,768909178
555,8461.801572530236,8461.807972537661,768909178
556,8461.820772552514,8461.824772557155,768909178
557,8474.007986693197,8474.012786698766,768909178
558,8474.014386700623,8474.020786708048,768909178
559,8474.022386709905,8474.038386728469,768909178
560,8474.039986730326,8474.055186747963,768909178
561,8474.05678674982,8474.067986762815,768909178
562,8474.06958676467,8474.076786773025,768909178
563,8474.078386774881,8474.084786782307,768909178
564,8474.091986790661,8474.095986795302,768909178
565,8474.103186803657,8474.11038681201,768909178
566,8474.125586829647,8474.132786838001,768909178
567,8474.140786847283,8474.145586852854,768909178
568,8474.15118685935,8474.159186868634,768909178
569,8474.165586876059,8474.171186882557,768909178
570,8507.297625318779,8507.30642532899,768909178
571,8507.323225348482,8507.328025354052,768909178
572,8507.335225362407,8507.341625369832,768909178
573,8507.36002539118,8507.364825396751,768909178
574,8507.371225404177,8507.375225408818,768909178
575,8507.3832254181,8507.388825424598,768909178
576,8507.405625444091,8507.411225450589,768909178
577,8507.417625458014,8507.424825466369,768909178
578,8507.42802547008,8507.436825480292,768909178
579,8520.267240367273,8520.272040372844,768909178
580,8520.284840387694,8520.293640397906,768909178
581,8520.300040405331,8520.308840415542,768909178
582,8520.319240427609,8520.32324043225,768909178
583,8520.333640444316,8520.3416404536,768909178
584,8520.353640467523,8520.362440477733,768909178
585,8520.36404047959,8520.374440491656,768909178
586,8520.388040507436,8520.392040512077,768909178
587,8520.400040521361,8520.405640527857,768909178
588,8536.759259502773,8536.763259507414,768909178
589,8536.769659514839,8536.77365951948,768909178
590,8536.790459538974,8536.797659547328,768909178
591,8536.831259586314,8536.836059591884,768909178
592,8536.871259632726,8536.876059638294,768909178
593,8536.880059642936,8536.884859648506,768909178
594,8536.90085966707,8536.905659672639,768909178
595,8536.910459678209,8536.916059684707,768909178
596,8536.917659686562,8536.922459692132,768909178
597,8536.928859699558,8536.933659705128,768909178
598,8548.46487308466,8548.468873089301,768909178
599,8548.472073093015,8548.476873098583,768909178
600,8548.47847310044,8548.482473105081,768909178
601,8548.517673145923,8548.524873154278,768909178
602,8548.527273157062,8548.532073162633,768909178
603,8548.539273170987,8548.545673178412,768909178
604,8548.55127318491,8548.555273189551,768909178
605,8799.078763869058,8799.0827638737,768909178
606,8799.09156388391,8799.095563888552,768909178
607,8799.108363903404,8799.112363908045,768909178
608,8799.117163913614,8799.124363921968,768909178
609,8799.143563944246,8799.149163950744,768909178
610,8799.150763952599,8799.15476395724,768909178
611,8799.15956396281,8799.169963974877,768909178
612,8801.661166865391,8801.668366873746,768909178
613,8801.673966880242,8801.68036688767,768909178
614,8801.685166893238,8801.690766899736,768909178
615,8801.692366901592,8801.69716690716,768909178
616,8801.750766969353,8801.754766973994,768909178
617,8801.790767015764,8801.795567021334,768909178
618,8801.797167023191,8801.801167027832,768909178
619,8801.802767029689,8801.80676703433,768909178
620,8801.808367036187,8801.812367040828,768909178
621,8801.993167250608,8802.001967260818,768909178
622,8802.008367268243,8802.018767280311,768909178
623,8802.02436728681,8802.033967297946,768909178
624,8802.035567299803,8802.044367310014,768909178
625,8802.045967311871,8802.065167334149,768909178
626,8802.066767336004,8802.077967349,768909178
627,8802.08196735364,8802.090767363852,768909178
628,8802.092367365709,8802.105967381487,768909178
